Name,Rating,Cuisine,Discounts,Image URL,Link,Area,Detailed Cuisine
Tawakal Food,2.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/i6a0/tawakal-food,B 243 301/A block I north naziamabad Karachi,"Pasta, Pakistani, Biryani, Pulao, Karahi & Handi"
Gohar Restaurant,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zxdo/gohar-restaurant,"Islam Nagar Aziz Nagar, Karachi, Karachi City, Sindh 75800","Pasta, Pakistani"
Tarka Kitchen,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off Rs.200,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cumw/tarka-kitchen-cumw,"Plot no SB-14/2 Flat no 42 4th floor Badran Apartment Block K, North Nazimabad Karachi","Sandwiches, Chinese, Continental, Desserts, Fast Food"
Noor's Kitchen,4.9(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cb6n/noors-kitchen-cb6n,"House no.A220/ sector 11-E North Karachi, Karachi Pakistan.","Pakistani, Biryani, Pulao, Paratha"
Karachi Food,2.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/dddx/karachi-food-dddx,"Desai House, House no. B243 301 Block I North Nazimabad, Karachi","Beverages, Pakistani, Biryani, Savouries, Pulao"
Ikigaii_pk BufferzoneÿBranch,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/p404/ikigaii_pk-bufferzone-branch,"House no R-111 Sector 15 A-3 Bufferzone, Karachi.","Cakes & Bakery, Desserts"
Barkat Kitchen,5(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vilo/barkat-kitchen-vilo,"2nd Floor, R-18, Sector 15-A-4, Bufferzone.","Beverages, Pakistani, Savouries, Samosa"
Kitchen Queen,4.8(34)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/thtq/kitchen-queen-thtq,"A-119, Block -D, North Nazimabad Karachi","Beverages, Pakistani, Nihari, Paratha"
Peshawri Ice Cream Bufferzone,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v0xv/peshawri-ice-cream-bufferzone,Shop No. R-24 Sector 15. A2 Bufferzone 7C Bus Last Stop Karachi,"Desserts, Ice Cream, Pakistani"
Zaiqa Kitchen c,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w2yd/zaiqa-kitchen-c,"Flat no A-07,second floor,KDA central view apartment, sector 15 A/1 Bufferzone North Karachi","Chinese, Continental, Fast Food, Beverages, Pasta"
Ghazi Pakwan & Food Centre - M Block,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w8jm/ghazi-pakwan-and-food-centre-m-block,"Block M, North Nazmibad, Moiz Arcade, Shop 26, Karachi","Pakistani, Pulao"
Naz kitchen,4.7(17)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r599/naz-kitchen-r599,"Qasba Mor, Manghopir Rd A 29/11","Beverages, Pakistani, Biryani, Paratha"
Mateen Food Centre,4.7(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h27x/mateen-food-centre,"Shahrah-e-Sher Shah Suri, Block M North Nazimabad Town, Karachi,","Fast Food, Pakistani, BBQ, Karahi & Handi"
Craving Foods,1.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/eb1g/craving-foods,"House no R763, Sector 15-B Sector 15 B Buffer Zone, Karachi, Karachi City, Sindh","Chinese, Beverages, BBQ"
GHAZI FOODS - N BLOCK,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bv4n/ghazi-foods-n-block,"Muhammad Hassan Rd, Block N North Nazimabad Town, Karachi, Karachi City, Sindh","Pakistani, Biryani, Pulao"
Al Habib Restaurant,4.9(15000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v3un/al-habib-restaurant-v3un,"R-76, 77 Bufferzone Sector 15 A/4 North Karachi","Pakistani, Karahi & Handi"
Pizza Spice,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/os6c/pizza-spice,B-273 Block N Streer 6 North Nazimabad,"Pizza, Western"
Saucy Bites,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/klxl/saucy-bites-klxl,"House no. R-238, sector 15-A/2, second floor, buffer zone, north Nazimabad town, Karachi","Cakes & Bakery, Beverages, Pasta"
Daily Delights - North Karachi,,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/k9g7/daily-delights-north-karachi,"House no R763, Sector 15-B Sector 15 B Buffer Zone, Karachi, Karachi City, Sindh","Pakistani, BBQ, Karahi & Handi, Paratha"
Backyard Grill,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nkw6/backyard-grill,"W3W3+G7Q, Block L North Nazimabad Town, Karachi, Karachi City, Sindh, Pakistan","Burgers, Western"
Allah Tawakal Beef Pulao Biryani Pakwan and Sheermaal House,4.6(36)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/pl05/allah-tawakal-beef-pulao-biryani-pakwan-and-sheermaal-house,"Plot # A-2 15, R-43 Near Madina Masjid, Bufferzone Karachi","Pakistani, Biryani, Pulao, Qeema"
Tiffin,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bwt6/tiffin-bwt6,"Rasheed sqaure, Block M North Nazimabad Town, Karachi, Karachi City, Sindh, Pakistan","Pakistani, Karahi & Handi"
Mr Samosa,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/shna/mr-samosa-shna,House #14 sector 12L Shop #3 Near Jumma Pan Orangi Town Karachi,"Wraps & Rolls, Pakistani, Savouries, Samosa"
Al Saghir Dehli Nihari,4.7(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s9s5/al-saghir-dehli-nihari,R-90 sector 15 A/2 bufferzone North Karachi,"Pakistani, Nihari, Paratha"
Mom's Cuisine,,,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cfxe/moms-cuisine-cfxe,"Khizar Arcade, Sher Shah Suri Road Flat no 101 first floor","Burgers, Pakistani, Western, Paratha"
Quetta Muhammadi Hotel & Fast Food,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bx5k/quetta-muhammadi-hotel-and-fast-food,"Namak Bank, Sector 16-A/4 Sector 16 A Buffer Zone, Karachi, Karachi City, Sindh 74700","Fast Food, Pakistani, Tea & Coffee, Paratha"
Lush Crush - North Nazimabad,5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/k3hv/lush-crush-north-nazimabad,"Shop no 6, Shahrah-e-Jahangir Rd, Block H North Nazimabad Town, Karachi, Karachi City, Sindh","Desserts, Fast Food, Ice Cream"
Caesar's Pizza - North Nazimabad,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/exav/caesars-pizza-north-nazimabad,"Shop number 1, 2 and 3, Plot B-115, Block H, North Nazimabad","Pizza, Western"
The Healthful Blend,4.8(41)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/yd3z/the-healthful-blend,House no  B 26 block C Anwar Ahmed Karachi,"Desserts, Healthy Food"
Ahbab Sweets and Bakers - North Nazimabad,5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hpa5/ahbab-sweets-and-bakers-north-nazimabad,"Hyderi Shahrah-e-Sher Shah Suri, Block E North Nazimabad Town, Karachi, Karachi City, Sindh 74700, Pakistan",Cakes & Bakery
ZAIQA flavoured by Hamza Mandvi,4.9(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qo1k/zaiqa-flavoured-by-hamza-mandvi,"Samar Pride Apartments, Burhani Rd 406",
Baba Rabri - North Nazimabad,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w9qg/baba-rabri-north-nazimabad,"Jahangir Ave, Block L, North Nazimabad, Karachi",Desserts
Iqbal Gol Gappy & Chat House,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/e7ju/iqbal-gol-gappy-and-chat-house,"Shop no 8 Qasr E Fatima, Hyderi  block E North Nazimabad, Karachi","Pakistani, Savouries"
Jordan Restaurant,4.5(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t2w9/jordan-restaurant-t2w9,4th Floor Saima Paari Mall Hyderi North Nazimabad Karachi,"Fast Food, Pakistani, BBQ, Karahi & Handi"
Cravings,3.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/x9vd/cravings-x9vd,"Zia ul Haq colony
House #667 Sector 11/E Orangi Town, Karachi","Sandwiches, Japanese, Pizza, Chinese, Thai"
Happy - North Nazimabad,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/c0dj/happy-north-nazimabad,"Shop 5 Plot No. B-118, Block-H, North Nazimabad, Karachi.",Desserts
Choudhry Mateen,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v3am/choudhry-mateen,"4th St N, Block M North Nazimabad Town, Karachi","Pakistani, Biryani"
Pie In The Sky - North Nazimabad H Block,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u9rd/pie-in-the-sky-north-nazimabad-h-block,"B-70, Block H North Nazimabad Town, Karachi, Karachi City, Sindh","Cakes & Bakery, Desserts, Savouries, Samosa, Dine-in Prices"
Daily Delights - Sector 11E,2.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/akqn/daily-delights-sector-11e,"Zia ul Haq colony
House #667 Sector 11/E Orangi Town, Karachi","Pakistani, Biryani, Paratha, Qeema"
A.S kitchen,4.2(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nor3/a-s-kitchen,House D72 Street no2 Orangi town,"Beverages, Pakistani, Biryani, Karahi & Handi"
Nando's Nazimabad,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ztfo/nandos-nazimabad,"plot d, 11, Block D North Nazimabad Town, Karachi, Karachi City, Sindh 74600","Fast Food, Pakistani"
Foodholic,4.6(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ag6f/foodholic-ag6f,"House no R-927 street 58th sector 15/A-4 Bufferzone, Karachi.","Sandwiches, Burgers, Beverages, Pakistani, Western"
Mr Chaat & Fast Food,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t8fk/mr-chaat-and-fast-food,"Shop no.11 ezzy manzil , Block E , north Nazimabad near Ahabab Sweets Hyderi , Karachi","Burgers, Fast Food, Pakistani, Western, Savouries"
Al Hamza Burger & Fast Food,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hjl8/al-hamza-burger-and-fast-food,"Shop no 7 baba square, 8th Street, Block L North Nazimabad Town, Karachi, Karachi City, Sindh 74600, Pakistan","Burgers, Western"
Nesbrew,4.2(20)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xm2y/nesbrew,"Midway Apartment, Block G A-30",Healthy Food
Samrat Sweets and Bakers,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wq5l/samrat-sweets-and-bakers,"Shop c1 al moin plaza 
Block G 
Near nagina square 
Hydri markit n.nazimabadÿ
Karachi","Cakes & Bakery, Savouries, Samosa"
Quetta Chai - Branch 3,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n72d/quetta-chai-branch-3,"shop 16-17, Al jamil Square, Block G, hyderi Market, Next to dubai Islami bank","Pakistani, Tea & Coffee, Paratha"
Quetta Star Hotel,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zr2n/quetta-star-hotel-zr2n,Block h north nazimabad near agha juice,"Beverages, Pakistani"
Fries Inn,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ov41/fries-inn,Five star food street Block H North Nazimabad near thirsty soda,Fast Food
Kaybees - North Nazimabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Western,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s2pr/kaybees-north-nazimabad,"B 70 BLOCK L ,ZUBAIDA COMFORTS, Block D Block L North Nazimabad Town, Karachi, Karachi City, Sindh, Pakistan","Western, Dine-in Prices"
Lazzat Pakwan House,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v7va/lazzat-pakwan-house,"Shop #A2A, Zohra Centre, Block G, North Nazimabad, Karachi","Pakistani, Biryani"
ROADHOUSE KITCHEN,4.8(16)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gtco/roadhouse-kitchen,"W2PQ+CXG, Shop #2, D-15, Block-C, North Nazimabad, near Dolmen Mall Hyderi, Block E North Nazimabad Town, Karachi, Pakistan","Burgers, Fast Food, Western"
NEW HYDERI DILPASAND CHAT,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wlvh/new-hyderi-dilpasand-chat,Shop no #45 noor market block G north nazimabad main haidery market,"Pakistani, Savouries"
The Kashif Foods Kitchen,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ous2/the-kashif-foods-kitchen,"Shop no.4 ,Souq Ul Aman Apartment, Hyderi* North Nazimabad Block G Adjacent Allied Bank","Fast Food, Pakistani, BBQ"
Flip Choppers,,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xvf6/flip-choppers,"Ali Rehana Square, Intersection of Qari Zahir Qazmi Road Flt No. 44 Near opposite to Ali Dualat Square","Chinese, Beverages"
Quetta Madina Hotel - Hyderi,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ozof/quetta-madina-hotel-hyderi,"Plot#SD-09/1, Shop.no C-A/1, Haidry Apartment Block G, North Nazimabad Karachi.","Pakistani, Paratha"
Sana Danish Foods,5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h363/sana-danish-foods,"R575 sector 16 A BUFFER ZONE,","Chinese, Burgers, Fast Food, Beverages, Wraps & Rolls"
Sawaira Halwa Puri,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/j327/sawaira-halwa-puri,"Shop no. 6, Hafeez Pride, Block L, North Nazimabad, Karachi","Pakistani, Halwa Puri"
AL-Shabbir Haiderabadi Yakhni Pulao And Pakwan Center,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t0nh/al-shabbir-haiderabadi-yakhni-pulao-and-pakwan-center,"Shop # 4, B-36, Block-12, FB Area, Gulberg, Karachi","Pakistani, Pulao"
Subway - North Nazimabad,4.7(15000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Sandwiches,Up to 35% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s0sl/subway-north-nazimabad-s0sl,"D-34, Block A, North Nazimabad, Karachi, Pakistan.","Sandwiches, Healthy Food, Western"
Chai.PK-Fb area(Home-Chef) (Homechef),4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d1oo/chai-pk-fb-area-home-chef-homechef,Dt 98 block 11 fb area cng2000 wali gali NEAR CNG 2000 Plus Station,"Beverages, Pakistani, Tea & Coffee, Paratha"
Khowsey Kitchen,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vwv3/khowsey-kitchen,"R-62, h block near Caltex pump landhi kotal chowrangi","Sandwiches, Japanese, Pizza, Chinese, Thai"
Musjab's Kitchen (Homechef),4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n7ww/musjabs-kitchen-homechef,House no. A 232 ground floor Chaudhry rehmat Ali 10 street Block H North Nazimanad,"Chinese, Desserts, Beverages, Vegetarian, Pakistani"
foodie Tasty Gol Gappy and Fast Food,4(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,15% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/j52y/foodie-tasty-gol-gappy-and-fast-food,Block B North Nazimabad near hyderi suoer market,"Fast Food, Beverages, Middle Eastern, Wraps & Rolls, Shawarma"
Kababjees Bakers - North Nazimabad,4.9(35000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,10% off Rs.199,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u0ni/kababjees-bakers-north-nazimabad,outlet: Plot # D-3 North Nazimabad,"Sandwiches, Cakes & Bakery, Ice Cream, Pakistani, Western"
Kitchen by AAS,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lkyq/kitchen-by-aas,House no R1157 block 18 federal b area Gulberg Samanabad near Mazadar Haleem,"Beverages, Pakistani, Pulao"
HAPPY - SPAR,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/iz17/happy-spar,"E 47 E 47, Block F North Nazimabad Town, Karachi, Karachi City, Sindh","Desserts, Shakes"
Az Foods,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rx92/az-foods-rx92,"Arafat Town, Batha Town, Karachi, Karachi City, Sindh, Pakistan","Chinese, Fast Food, Beverages, Wraps & Rolls, Pakistani"
